id,play_by_play_id,previous_play_by_play_id,nhl_game_id,nhl_event_id,season_id,game_date,fact_version,event_type,attempt_result,is_shot_attempt,is_unblocked_attempt,is_shot_on_goal,is_goal,team_id,opponent_team_id,shooter_player_id,goalie_player_id,blocking_player_id,period,period_type,period_bucket,seconds_in_game,seconds_since_last_event,time_bucket,situation_code,strength,strength_bucket,home_score,away_score,score_differential,score_state_bucket,x_coord,y_coord,shot_distance,shot_angle,abs_shot_angle,distance_bucket,angle_bucket,zone_code,zone_bucket,shot_type,shot_type_bucket,is_rebound,rebound_window_seconds,rebound_bucket,is_rush,rush_bucket,is_empty_net,net_state_bucket,previous_event_type,previous_event_team_id,previous_event_seconds_delta,facts_payload,created_at,updated_at,is_rush_attempt,is_rush_sequence,rush_sequence_origin_play_by_play_id
1,1173790,1173789,2025030415,67,20252026,2026-06-11,shot_attempt_facts_v1,blocked-shot,blocked_shot,true,false,false,false,54,12,8476448,,8480336,1,REG,p1,74,,early_period,1551,EV,ev,0,0,0,tied,75,30,33.11,-64.983,64.983,d_030_035,a_060_070,D,defensive,,unknown,false,3,not_rebound,,unknown,false,goalie_in_net,giveaway,12,18,"{""previous_team_shot_play_by_play_id"":null,""previous_team_shot_seconds_delta"":null,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
2,1173794,1173793,2025030415,151,20252026,2026-06-11,shot_attempt_facts_v1,blocked-shot,blocked_shot,true,false,false,false,54,12,8478468,,8476921,1,REG,p1,78,,early_period,1551,EV,ev,0,0,0,tied,51,38,53.74,-45.000,45.000,d_050_055,a_040_050,D,defensive,,unknown,false,3,not_rebound,,unknown,false,goalie_in_net,giveaway,54,0,"{""previous_team_shot_play_by_play_id"":1173790,""previous_team_shot_seconds_delta"":4,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
3,1173804,1173803,2025030415,101,20252026,2026-06-11,shot_attempt_facts_v1,missed-shot,missed_shot,true,true,false,false,12,54,8482702,8479394,,1,REG,p1,221,,early_period,1551,EV,ev,0,0,0,tied,-87,26,26.08,-94.399,94.399,d_025_030,a_090_plus,O,offensive,snap,snap,false,3,not_rebound,,unknown,false,goalie_in_net,hit,12,7,"{""previous_team_shot_play_by_play_id"":null,""previous_team_shot_seconds_delta"":null,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
4,1173805,1173804,2025030415,102,20252026,2026-06-11,shot_attempt_facts_v1,shot-on-goal,saved_shot,true,true,true,false,12,54,8475791,8479394,,1,REG,p1,225,,early_period,1551,EV,ev,0,0,0,tied,-67,28,35.61,-128.157,128.157,d_035_040,a_090_plus,O,offensive,snap,snap,false,3,not_rebound,,unknown,false,goalie_in_net,missed-shot,12,4,"{""previous_team_shot_play_by_play_id"":1173804,""previous_team_shot_seconds_delta"":4,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
5,1173808,1173807,2025030415,111,20252026,2026-06-11,shot_attempt_facts_v1,shot-on-goal,saved_shot,true,true,true,false,12,54,8478970,8479394,,1,REG,p1,275,,early_period,1551,EV,ev,0,0,0,tied,-55,21,39.96,-148.299,148.299,d_035_040,a_090_plus,O,offensive,slap,slap,false,3,not_rebound,,unknown,false,goalie_in_net,hit,54,8,"{""previous_team_shot_play_by_play_id"":1173805,""previous_team_shot_seconds_delta"":50,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
6,1173818,1173817,2025030415,202,20252026,2026-06-11,shot_attempt_facts_v1,goal,goal,true,true,true,true,54,12,8481604,8483548,,1,REG,p1,412,,middle_period,1541,PP,pp,0,1,1,leading_by_1,81,9,12.04,-48.366,48.366,d_010_015,a_040_050,O,offensive,snap,snap,false,3,not_rebound,,unknown,false,goalie_in_net,faceoff,12,28,"{""previous_team_shot_play_by_play_id"":1173794,""previous_team_shot_seconds_delta"":334,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
7,1173823,1173822,2025030415,223,20252026,2026-06-11,shot_attempt_facts_v1,shot-on-goal,saved_shot,true,true,true,false,54,12,8478483,8483548,,1,REG,p1,484,,middle_period,1551,EV,ev,0,0,0,tied,56,16,36.67,-25.866,25.866,d_035_040,a_020_030,O,offensive,snap,snap,false,3,not_rebound,,unknown,false,goalie_in_net,faceoff,12,9,"{""previous_team_shot_play_by_play_id"":1173818,""previous_team_shot_seconds_delta"":72,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
8,1173824,1173823,2025030415,301,20252026,2026-06-11,shot_attempt_facts_v1,shot-on-goal,saved_shot,true,true,true,false,54,12,8475913,8483548,,1,REG,p1,486,,middle_period,1551,EV,ev,0,0,0,tied,82,7,9.90,-45.000,45.000,d_005_010,a_040_050,O,offensive,snap,snap,true,3,rebound,,unknown,false,goalie_in_net,shot-on-goal,54,2,"{""previous_team_shot_play_by_play_id"":1173823,""previous_team_shot_seconds_delta"":2,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
9,1173825,1173824,2025030415,351,20252026,2026-06-11,shot_attempt_facts_v1,blocked-shot,blocked_shot,true,false,false,false,12,54,8480830,,8478483,1,REG,p1,501,,middle_period,1551,EV,ev,0,0,0,tied,-84,-35,35.36,98.130,98.130,d_035_040,a_090_plus,D,defensive,,unknown,false,3,not_rebound,,unknown,false,goalie_in_net,shot-on-goal,54,15,"{""previous_team_shot_play_by_play_id"":1173808,""previous_team_shot_seconds_delta"":226,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
10,1173830,1173829,2025030415,234,20252026,2026-06-11,shot_attempt_facts_v1,missed-shot,missed_shot,true,true,false,false,54,12,8481604,8483548,,1,REG,p1,536,,middle_period,1551,EV,ev,0,0,0,tied,52,32,48.92,-40.855,40.855,d_045_050,a_040_050,O,offensive,wrist,wrist,false,3,not_rebound,,unknown,false,goalie_in_net,giveaway,12,9,"{""previous_team_shot_play_by_play_id"":1173824,""previous_team_shot_seconds_delta"":50,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
11,1173831,1173830,2025030415,235,20252026,2026-06-11,shot_attempt_facts_v1,missed-shot,missed_shot,true,true,false,false,54,12,8478397,8483548,,1,REG,p1,546,,middle_period,1551,EV,ev,0,0,0,tied,30,-18,61.68,16.966,16.966,d_060_plus,a_010_020,O,offensive,snap,snap,false,3,not_rebound,,unknown,false,goalie_in_net,missed-shot,54,10,"{""previous_team_shot_play_by_play_id"":1173830,""previous_team_shot_seconds_delta"":10,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
12,1173832,1173831,2025030415,236,20252026,2026-06-11,shot_attempt_facts_v1,blocked-shot,blocked_shot,true,false,false,false,54,12,8478396,,8476925,1,REG,p1,552,,middle_period,1551,EV,ev,0,0,0,tied,78,-7,13.04,32.471,32.471,d_010_015,a_030_040,O,offensive,,unknown,false,3,not_rebound,,unknown,false,goalie_in_net,missed-shot,54,6,"{""previous_team_shot_play_by_play_id"":1173831,""previous_team_shot_seconds_delta"":6,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
13,1173833,1173832,2025030415,237,20252026,2026-06-11,shot_attempt_facts_v1,blocked-shot,blocked_shot,true,false,false,false,54,12,8476881,,8476958,1,REG,p1,562,,middle_period,1551,EV,ev,0,0,0,tied,47,20,46.52,-25.463,25.463,d_045_050,a_020_030,D,defensive,,unknown,false,3,not_rebound,,unknown,false,goalie_in_net,blocked-shot,54,10,"{""previous_team_shot_play_by_play_id"":1173832,""previous_team_shot_seconds_delta"":10,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
14,1173834,1173833,2025030415,352,20252026,2026-06-11,shot_attempt_facts_v1,missed-shot,missed_shot,true,true,false,false,12,54,8477940,8479394,,1,REG,p1,580,,middle_period,1551,EV,ev,0,0,0,tied,-76,26,29.07,-116.565,116.565,d_025_030,a_090_plus,O,offensive,wrist,wrist,false,3,not_rebound,,unknown,false,goalie_in_net,blocked-shot,54,18,"{""previous_team_shot_play_by_play_id"":1173825,""previous_team_shot_seconds_delta"":79,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
15,1173836,1173835,2025030415,251,20252026,2026-06-11,shot_attempt_facts_v1,shot-on-goal,saved_shot,true,true,true,false,54,12,8477964,8483548,,1,REG,p1,598,,middle_period,1551,EV,ev,0,0,0,tied,62,-8,28.16,16.504,16.504,d_025_030,a_010_020,O,offensive,snap,snap,false,3,not_rebound,,unknown,false,goalie_in_net,takeaway,54,12,"{""previous_team_shot_play_by_play_id"":1173833,""previous_team_shot_seconds_delta"":36,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
16,1173837,1173836,2025030415,152,20252026,2026-06-11,shot_attempt_facts_v1,missed-shot,missed_shot,true,true,false,false,54,12,8479353,8483548,,1,REG,p1,598,,middle_period,1551,EV,ev,0,0,0,tied,75,-9,16.64,32.735,32.735,d_015_020,a_030_040,O,offensive,bat,other,true,3,rebound,,unknown,false,goalie_in_net,shot-on-goal,54,0,"{""previous_team_shot_play_by_play_id"":1173836,""previous_team_shot_seconds_delta"":0,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
17,1173843,1173842,2025030415,272,20252026,2026-06-11,shot_attempt_facts_v1,missed-shot,missed_shot,true,true,false,false,54,12,8475913,8483548,,1,REG,p1,670,,middle_period,1551,EV,ev,0,0,0,tied,69,4,20.40,-11.310,11.310,d_020_025,a_010_020,O,offensive,backhand,backhand,false,3,not_rebound,,unknown,false,goalie_in_net,faceoff,12,14,"{""previous_team_shot_play_by_play_id"":1173837,""previous_team_shot_seconds_delta"":72,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
18,1173847,1173846,2025030415,280,20252026,2026-06-11,shot_attempt_facts_v1,goal,goal,true,true,true,true,12,54,8473533,8479394,,1,REG,p1,706,,middle_period,1551,EV,ev,1,1,0,tied,-77,0,12.00,180.000,180.000,d_010_015,a_090_plus,O,offensive,tip-in,tip,false,3,not_rebound,,unknown,false,goalie_in_net,hit,12,5,"{""previous_team_shot_play_by_play_id"":1173834,""previous_team_shot_seconds_delta"":126,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
19,1173850,1173849,2025030415,286,20252026,2026-06-11,shot_attempt_facts_v1,blocked-shot,blocked_shot,true,false,false,false,12,54,8480830,,8478397,1,REG,p1,728,,middle_period,1551,EV,ev,0,0,0,tied,-61,2,28.07,-175.914,175.914,d_025_030,a_090_plus,D,defensive,,unknown,false,3,not_rebound,,unknown,false,goalie_in_net,hit,12,12,"{""previous_team_shot_play_by_play_id"":1173847,""previous_team_shot_seconds_delta"":22,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
20,1173854,1173853,2025030415,299,20252026,2026-06-11,shot_attempt_facts_v1,blocked-shot,blocked_shot,true,false,false,false,12,54,8480762,,8475188,1,REG,p1,767,,middle_period,1551,EV,ev,0,0,0,tied,-71,22,28.43,-129.289,129.289,d_025_030,a_090_plus,D,defensive,,unknown,false,3,not_rebound,,unknown,false,goalie_in_net,faceoff,54,15,"{""previous_team_shot_play_by_play_id"":1173850,""previous_team_shot_seconds_delta"":39,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
21,1173855,1173854,2025030415,353,20252026,2026-06-11,shot_attempt_facts_v1,shot-on-goal,saved_shot,true,true,true,false,12,54,8480762,8479394,,1,REG,p1,778,,middle_period,1551,EV,ev,0,0,0,tied,-48,32,52.01,-142.028,142.028,d_050_055,a_090_plus,O,offensive,slap,slap,false,3,not_rebound,,unknown,false,goalie_in_net,blocked-shot,12,11,"{""previous_team_shot_play_by_play_id"":1173854,""previous_team_shot_seconds_delta"":11,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
22,1173856,1173855,2025030415,401,20252026,2026-06-11,shot_attempt_facts_v1,missed-shot,missed_shot,true,true,false,false,12,54,8476906,8479394,,1,REG,p1,780,,middle_period,1551,EV,ev,0,0,0,tied,-58,-39,49.82,128.480,128.480,d_045_050,a_090_plus,O,offensive,snap,snap,true,3,rebound,,unknown,false,goalie_in_net,shot-on-goal,12,2,"{""previous_team_shot_play_by_play_id"":1173855,""previous_team_shot_seconds_delta"":2,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
23,1173859,1173858,2025030415,411,20252026,2026-06-11,shot_attempt_facts_v1,missed-shot,missed_shot,true,true,false,false,12,54,8475791,8479394,,1,REG,p1,806,,late_period,1551,EV,ev,0,0,0,tied,-54,-38,51.66,132.647,132.647,d_050_055,a_090_plus,O,offensive,snap,snap,false,3,not_rebound,,unknown,false,goalie_in_net,giveaway,12,17,"{""previous_team_shot_play_by_play_id"":1173856,""previous_team_shot_seconds_delta"":26,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
24,1173860,1173859,2025030415,412,20252026,2026-06-11,shot_attempt_facts_v1,blocked-shot,blocked_shot,true,false,false,false,54,12,8478483,,8475913,1,REG,p1,820,,late_period,1551,EV,ev,0,0,0,tied,77,-2,12.17,9.462,9.462,d_010_015,a_000_010,O,offensive,,unknown,false,3,not_rebound,,unknown,false,goalie_in_net,missed-shot,12,14,"{""previous_team_shot_play_by_play_id"":1173843,""previous_team_shot_seconds_delta"":150,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
25,1173861,1173860,2025030415,413,20252026,2026-06-11,shot_attempt_facts_v1,blocked-shot,blocked_shot,true,false,false,false,54,12,8478396,,8475791,1,REG,p1,823,,late_period,1551,EV,ev,0,0,0,tied,57,-5,32.39,8.881,8.881,d_030_035,a_000_010,D,defensive,,unknown,true,3,rebound,,unknown,false,goalie_in_net,blocked-shot,54,3,"{""previous_team_shot_play_by_play_id"":1173860,""previous_team_shot_seconds_delta"":3,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
26,1173862,1173861,2025030415,420,20252026,2026-06-11,shot_attempt_facts_v1,shot-on-goal,saved_shot,true,true,true,false,54,12,8481604,8483548,,1,REG,p1,842,,late_period,1551,EV,ev,0,0,0,tied,69,-5,20.62,14.036,14.036,d_020_025,a_010_020,O,offensive,backhand,backhand,false,3,not_rebound,,unknown,false,goalie_in_net,blocked-shot,54,19,"{""previous_team_shot_play_by_play_id"":1173861,""previous_team_shot_seconds_delta"":19,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
27,1173864,1173863,2025030415,422,20252026,2026-06-11,shot_attempt_facts_v1,missed-shot,missed_shot,true,true,false,false,54,12,8478468,8483548,,1,REG,p1,855,,late_period,1551,EV,ev,0,0,0,tied,53,36,50.91,-45.000,45.000,d_050_055,a_040_050,O,offensive,snap,snap,false,3,not_rebound,,unknown,false,goalie_in_net,giveaway,12,1,"{""previous_team_shot_play_by_play_id"":1173862,""previous_team_shot_seconds_delta"":13,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
28,1173865,1173864,2025030415,423,20252026,2026-06-11,shot_attempt_facts_v1,shot-on-goal,saved_shot,true,true,true,false,54,12,8479639,8483548,,1,REG,p1,862,,late_period,1551,EV,ev,0,0,0,tied,40,-37,61.40,37.057,37.057,d_060_plus,a_030_040,O,offensive,snap,snap,false,3,not_rebound,,unknown,false,goalie_in_net,missed-shot,54,7,"{""previous_team_shot_play_by_play_id"":1173864,""previous_team_shot_seconds_delta"":7,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
29,1173875,1173874,2025030415,449,20252026,2026-06-11,shot_attempt_facts_v1,missed-shot,missed_shot,true,true,false,false,12,54,8478970,8479394,,1,REG,p1,955,,late_period,1551,EV,ev,0,0,0,tied,-29,20,63.25,-161.565,161.565,d_060_plus,a_090_plus,O,offensive,slap,slap,false,3,not_rebound,,unknown,false,goalie_in_net,hit,12,21,"{""previous_team_shot_play_by_play_id"":1173859,""previous_team_shot_seconds_delta"":149,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
30,1173878,1173877,2025030415,470,20252026,2026-06-11,shot_attempt_facts_v1,shot-on-goal,saved_shot,true,true,true,false,54,12,8476448,8483548,,1,REG,p1,1028,,late_period,1551,EV,ev,0,0,0,tied,44,15,47.43,-18.435,18.435,d_045_050,a_010_020,O,offensive,snap,snap,false,3,not_rebound,,unknown,false,goalie_in_net,hit,54,27,"{""previous_team_shot_play_by_play_id"":1173865,""previous_team_shot_seconds_delta"":166,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
31,1173879,1173878,2025030415,475,20252026,2026-06-11,shot_attempt_facts_v1,shot-on-goal,saved_shot,true,true,true,false,12,54,8475791,8479394,,1,REG,p1,1053,,late_period,1551,EV,ev,0,0,0,tied,-21,-20,70.88,163.610,163.610,d_060_plus,a_090_plus,N,neutral,snap,snap,false,3,not_rebound,,unknown,false,goalie_in_net,shot-on-goal,54,25,"{""previous_team_shot_play_by_play_id"":1173875,""previous_team_shot_seconds_delta"":98,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
32,1173880,1173879,2025030415,483,20252026,2026-06-11,shot_attempt_facts_v1,blocked-shot,blocked_shot,true,false,false,false,54,12,8482062,,8476873,1,REG,p1,1067,,late_period,1551,EV,ev,0,0,0,tied,73,26,30.53,-58.392,58.392,d_030_035,a_050_060,D,defensive,,unknown,false,3,not_rebound,,unknown,false,goalie_in_net,shot-on-goal,12,14,"{""previous_team_shot_play_by_play_id"":1173878,""previous_team_shot_seconds_delta"":39,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
33,1173884,1173883,2025030415,497,20252026,2026-06-11,shot_attempt_facts_v1,missed-shot,missed_shot,true,true,false,false,54,12,8478403,8483548,,1,REG,p1,1132,,late_period,1551,EV,ev,0,0,0,tied,52,-6,37.48,9.211,9.211,d_035_040,a_000_010,O,offensive,wrist,wrist,false,3,not_rebound,,unknown,false,goalie_in_net,giveaway,12,38,"{""previous_team_shot_play_by_play_id"":1173880,""previous_team_shot_seconds_delta"":65,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
34,1173895,1173894,2025030415,524,20252026,2026-06-11,shot_attempt_facts_v1,missed-shot,missed_shot,true,true,false,false,12,54,8476921,8479394,,1,REG,p1,1198,,late_period,1541,PK,pk,0,0,0,tied,0,34,95.27,-159.092,159.092,d_060_plus,a_090_plus,N,neutral,snap,snap,false,3,not_rebound,,unknown,false,goalie_in_net,faceoff,54,4,"{""previous_team_shot_play_by_play_id"":1173879,""previous_team_shot_seconds_delta"":145,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
35,1173900,1173899,2025030415,538,20252026,2026-06-11,shot_attempt_facts_v1,blocked-shot,blocked_shot,true,false,false,false,54,12,8478483,,8478970,2,REG,p2,1245,,early_period,1541,PP,pp,0,0,0,tied,-78,0,11.00,180.000,180.000,d_010_015,a_090_plus,D,defensive,,unknown,false,3,not_rebound,,unknown,false,goalie_in_net,giveaway,54,25,"{""previous_team_shot_play_by_play_id"":1173884,""previous_team_shot_seconds_delta"":113,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
36,1173901,1173900,2025030415,542,20252026,2026-06-11,shot_attempt_facts_v1,shot-on-goal,saved_shot,true,true,true,false,54,12,8478403,8483548,,2,REG,p2,1270,,early_period,1541,PP,pp,0,0,0,tied,-81,-19,20.62,112.834,112.834,d_020_025,a_090_plus,O,offensive,snap,snap,false,3,not_rebound,,unknown,false,goalie_in_net,blocked-shot,54,25,"{""previous_team_shot_play_by_play_id"":1173900,""previous_team_shot_seconds_delta"":25,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
37,1173903,1173902,2025030415,543,20252026,2026-06-11,shot_attempt_facts_v1,missed-shot,missed_shot,true,true,false,false,54,12,8478403,8483548,,2,REG,p2,1278,,early_period,1541,PP,pp,0,0,0,tied,-79,-26,27.86,111.038,111.038,d_025_030,a_090_plus,O,offensive,snap,snap,false,3,not_rebound,,unknown,false,goalie_in_net,giveaway,12,4,"{""previous_team_shot_play_by_play_id"":1173901,""previous_team_shot_seconds_delta"":8,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
38,1173904,1173903,2025030415,544,20252026,2026-06-11,shot_attempt_facts_v1,shot-on-goal,saved_shot,true,true,true,false,54,12,8476881,8483548,,2,REG,p2,1304,,early_period,1541,PP,pp,0,0,0,tied,-73,-6,17.09,159.444,159.444,d_015_020,a_090_plus,O,offensive,backhand,backhand,false,3,not_rebound,,unknown,false,goalie_in_net,missed-shot,54,26,"{""previous_team_shot_play_by_play_id"":1173903,""previous_team_shot_seconds_delta"":26,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
39,1173905,1173904,2025030415,546,20252026,2026-06-11,shot_attempt_facts_v1,missed-shot,missed_shot,true,true,false,false,54,12,8481604,8483548,,2,REG,p2,1311,,early_period,1541,PP,pp,0,0,0,tied,-72,19,25.50,-131.820,131.820,d_025_030,a_090_plus,O,offensive,snap,snap,false,3,not_rebound,,unknown,false,goalie_in_net,shot-on-goal,54,7,"{""previous_team_shot_play_by_play_id"":1173904,""previous_team_shot_seconds_delta"":7,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
40,1173906,1173905,2025030415,548,20252026,2026-06-11,shot_attempt_facts_v1,blocked-shot,blocked_shot,true,false,false,false,54,12,8478403,,8482093,2,REG,p2,1316,,early_period,1551,EV,ev,0,0,0,tied,-49,-6,40.45,171.469,171.469,d_040_045,a_090_plus,D,defensive,,unknown,false,3,not_rebound,,unknown,false,goalie_in_net,missed-shot,54,5,"{""previous_team_shot_play_by_play_id"":1173905,""previous_team_shot_seconds_delta"":5,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
41,1173907,1173906,2025030415,153,20252026,2026-06-11,shot_attempt_facts_v1,missed-shot,missed_shot,true,true,false,false,54,12,8475913,8483548,,2,REG,p2,1325,,early_period,1551,EV,ev,0,0,0,tied,-84,-7,8.60,125.538,125.538,d_005_010,a_090_plus,O,offensive,snap,snap,false,3,not_rebound,,unknown,false,goalie_in_net,blocked-shot,54,9,"{""previous_team_shot_play_by_play_id"":1173906,""previous_team_shot_seconds_delta"":9,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
42,1173909,1173908,2025030415,611,20252026,2026-06-11,shot_attempt_facts_v1,shot-on-goal,saved_shot,true,true,true,false,12,54,8475791,8479394,,2,REG,p2,1358,,early_period,1551,EV,ev,0,0,0,tied,51,6,38.47,-8.973,8.973,d_035_040,a_000_010,O,offensive,snap,snap,false,3,not_rebound,,unknown,false,goalie_in_net,takeaway,12,7,"{""previous_team_shot_play_by_play_id"":1173895,""previous_team_shot_seconds_delta"":160,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
43,1173914,1173913,2025030415,619,20252026,2026-06-11,shot_attempt_facts_v1,shot-on-goal,saved_shot,true,true,true,false,54,12,8475343,8483548,,2,REG,p2,1397,,early_period,1551,EV,ev,0,0,0,tied,-81,-18,19.70,113.962,113.962,d_015_020,a_090_plus,O,offensive,snap,snap,false,3,not_rebound,,unknown,false,goalie_in_net,faceoff,54,22,"{""previous_team_shot_play_by_play_id"":1173907,""previous_team_shot_seconds_delta"":72,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
44,1173915,1173914,2025030415,620,20252026,2026-06-11,shot_attempt_facts_v1,blocked-shot,blocked_shot,true,false,false,false,54,12,8479639,,8480817,2,REG,p2,1401,,early_period,1551,EV,ev,0,0,0,tied,-81,6,10.00,-143.130,143.130,d_010_015,a_090_plus,D,defensive,,unknown,false,3,not_rebound,,unknown,false,goalie_in_net,shot-on-goal,54,4,"{""previous_team_shot_play_by_play_id"":1173914,""previous_team_shot_seconds_delta"":4,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
45,1173917,1173916,2025030415,628,20252026,2026-06-11,shot_attempt_facts_v1,blocked-shot,blocked_shot,true,false,false,false,12,54,8477940,,8478403,2,REG,p2,1436,,early_period,1551,EV,ev,0,0,0,tied,63,-7,26.93,15.068,15.068,d_025_030,a_010_020,D,defensive,,unknown,false,3,not_rebound,,unknown,false,goalie_in_net,giveaway,54,4,"{""previous_team_shot_play_by_play_id"":1173909,""previous_team_shot_seconds_delta"":78,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
46,1173918,1173917,2025030415,631,20252026,2026-06-11,shot_attempt_facts_v1,missed-shot,missed_shot,true,true,false,false,54,12,8475913,8483548,,2,REG,p2,1450,,early_period,1551,EV,ev,0,0,0,tied,-75,8,16.12,-150.255,150.255,d_015_020,a_090_plus,O,offensive,tip-in,tip,false,3,not_rebound,,unknown,false,goalie_in_net,blocked-shot,12,14,"{""previous_team_shot_play_by_play_id"":1173915,""previous_team_shot_seconds_delta"":49,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
47,1173930,1173929,2025030415,660,20252026,2026-06-11,shot_attempt_facts_v1,blocked-shot,blocked_shot,true,false,false,false,12,54,8476906,,8479639,2,REG,p2,1586,,early_period,1551,EV,ev,0,0,0,tied,80,3,9.49,-18.435,18.435,d_005_010,a_010_020,D,defensive,,unknown,false,3,not_rebound,,unknown,false,goalie_in_net,faceoff,12,11,"{""previous_team_shot_play_by_play_id"":1173917,""previous_team_shot_seconds_delta"":150,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
48,1173944,1173943,2025030415,693,20252026,2026-06-11,shot_attempt_facts_v1,shot-on-goal,saved_shot,true,true,true,false,12,54,8476958,8479394,,2,REG,p2,1712,,middle_period,1551,EV,ev,0,0,0,tied,2,29,91.71,-18.435,18.435,d_060_plus,a_010_020,N,neutral,wrist,wrist,false,3,not_rebound,,unknown,false,goalie_in_net,faceoff,12,3,"{""previous_team_shot_play_by_play_id"":1173930,""previous_team_shot_seconds_delta"":126,""source"":""shot_attempt_facts_v1""}",2026-07-27 15:03:04,2026-07-27 15:03:23,,,
