nhl_game_id,play_by_play_id,is_goal,is_sog,shot_distance,abs_shot_angle,shot_type_bucket,rebound_bucket,rush_bucket,strength_bucket,shot_side,off_wing,previous_event_type,previous_event_seconds_delta,score_state_bucket,time_bucket,period_bucket
2025030123,3571007,0,1,28.18,62.526,snap,not_rebound,not_rush,ev,right,true,hit,4,tied,early_period,p2
2025030123,3571013,0,1,48.80,134.170,slap,not_rebound,not_rush,ev,left,false,shot-on-goal,29,tied,early_period,p2
2025030123,3571021,1,1,43.83,145.222,snap,not_rebound,rush_attempt,ev,right,true,giveaway,5,tied,early_period,p2
2025020617,3214312,0,1,25.06,151.390,wrist,not_rebound,not_rush,pp,left,false,faceoff,6,tied,middle_period,p1
2025020617,3214317,0,1,36.89,122.829,wrist,not_rebound,not_rush,pp,right,true,hit,20,tied,middle_period,p1
2025020617,3214318,0,1,45.65,151.189,wrist,not_rebound,not_rush,pp,left,false,shot-on-goal,8,tied,middle_period,p1
2025020617,3214320,0,1,178.21,9.039,wrist,not_rebound,not_rush,ev,left,true,blocked-shot,8,tied,middle_period,p1
2025020617,3214321,0,1,53.76,136.507,wrist,not_rebound,not_rush,ev,right,true,shot-on-goal,10,tied,middle_period,p1
2025030123,3571045,0,1,18.68,15.524,snap,not_rebound,not_rush,ev,center,unknown,blocked-shot,32,trailing_by_1,early_period,p2
2025030123,3571055,0,1,14.32,167.905,snap,not_rebound,not_rush,ev,center,unknown,blocked-shot,22,leading_by_1,early_period,p2
2025030123,3571078,0,1,68.01,36.027,snap,not_rebound,not_rush,ev,right,true,hit,21,trailing_by_1,middle_period,p2
2025030123,3571089,0,1,44.20,37.648,snap,not_rebound,not_rush,ev,left,false,hit,6,trailing_by_1,middle_period,p2
2025030123,3571134,0,1,159.00,0.360,snap,not_rebound,not_rush,ev,center,unknown,takeaway,5,trailing_by_1,middle_period,p2
2025020124,3445008,0,1,7.81,39.806,wrist,not_rebound,not_rush,ev,center,unknown,hit,12,trailing_by_1,early_period,p1
2025020124,3445010,0,0,7.21,146.310,tip,not_rebound,not_rush,ev,center,unknown,hit,10,leading_by_1,early_period,p1
2025020124,3445026,0,0,29.15,30.964,wrist,not_rebound,not_rush,ev,right,true,hit,23,trailing_by_1,middle_period,p1
2025021195,2773897,0,1,35.61,51.843,snap,not_rebound,not_rush,ev,left,true,hit,17,tied,early_period,p1
2025030123,3571153,0,1,185.28,9.005,snap,not_rebound,not_rush,pk,right,true,faceoff,58,trailing_by_1,middle_period,p2
2025030123,3571156,0,0,35.38,132.709,snap,not_rebound,not_rush,pp,right,true,shot-on-goal,18,leading_by_1,middle_period,p2
2025030123,3571165,0,1,16.55,25.017,snap,not_rebound,not_rush,ev,center,unknown,faceoff,59,trailing_by_1,middle_period,p2
2025030123,3571167,1,1,33.30,48.652,snap,not_rebound,not_rush,ev,left,true,shot-on-goal,11,trailing_by_1,middle_period,p2
2025030123,3571187,0,1,45.18,5.080,snap,not_rebound,not_rush,pp,center,unknown,faceoff,20,tied,late_period,p2
2025030123,3571211,0,1,26.91,41.987,slap,not_rebound,not_rush,pp,left,false,giveaway,11,tied,late_period,p2
2025030123,3571215,0,1,59.54,7.722,snap,not_rebound,not_rush,pp,center,unknown,shot-on-goal,10,tied,late_period,p2
2025030123,3571225,0,1,20.12,63.435,snap,not_rebound,not_rush,ev,left,false,takeaway,31,tied,late_period,p2
2025030123,3571247,0,1,25.24,56.310,snap,not_rebound,not_rush,pp,right,true,blocked-shot,11,tied,late_period,p2
2025030123,3571261,0,0,50.80,169.796,snap,not_rebound,not_rush,ev,center,unknown,hit,9,tied,early_period,p3
2025030123,3571262,0,1,24.60,116.565,slap,not_rebound,not_rush,ev,left,true,missed-shot,7,tied,early_period,p3
2025030123,3571276,0,1,25.55,30.579,snap,not_rebound,rush_attempt,ev,right,true,blocked-shot,5,tied,early_period,p3
2025030123,3571285,0,1,24.04,163.072,snap,not_rebound,rush_attempt,ev,center,unknown,blocked-shot,6,tied,early_period,p3
2025020075,3066244,0,1,27.31,23.749,snap,not_rebound,rush_attempt,ev,right,true,giveaway,2,tied,early_period,p1
2025020075,3066245,0,0,23.09,72.350,snap,not_rebound,not_rush,ev,right,true,shot-on-goal,4,tied,early_period,p1
2025020075,3066251,0,1,49.09,3.504,snap,not_rebound,not_rush,ev,center,unknown,hit,42,tied,middle_period,p1
2025030123,3571296,0,0,48.02,58.627,snap,not_rebound,rush_attempt,ev,right,true,blocked-shot,4,tied,early_period,p3
2025030123,3571301,0,1,53.00,180.000,snap,not_rebound,not_rush,ev,center,unknown,blocked-shot,26,tied,early_period,p3
2025030123,3571318,0,1,58.52,146.853,snap,not_rebound,rush_attempt,ev,right,true,hit,5,tied,early_period,p3
2025021285,3560911,0,1,37.00,161.075,snap,not_rebound,not_rush,ev,left,false,faceoff,12,tied,early_period,p1
2025021285,3560913,0,0,75.47,32.005,wrist,not_rebound,not_rush,ev,right,unknown,shot-on-goal,9,tied,early_period,p1
2025030123,3571335,0,1,63.06,152.622,snap,not_rebound,not_rush,ev,left,true,hit,2,tied,middle_period,p3
2025030123,3571350,0,0,22.02,177.397,tip,not_rebound,not_rush,ev,center,unknown,faceoff,2,tied,middle_period,p3
2025030123,3571352,0,1,49.16,4.667,snap,not_rebound,not_rush,ev,center,unknown,missed-shot,31,tied,middle_period,p3
2025030123,3571378,0,1,24.70,31.759,snap,not_rebound,not_rush,pp,right,true,giveaway,10,tied,middle_period,p3
2025020360,2284151,0,1,20.22,8.531,wrist,not_rebound,not_rush,ev,center,unknown,faceoff,17,trailing_by_1,early_period,p1
2025020360,2284161,0,1,7.00,180.000,tip,not_rebound,not_rush,ev,center,unknown,blocked-shot,9,leading_by_1,middle_period,p1
2025020360,2284162,0,0,6.08,80.538,wrist,not_rebound,not_rush,ev,center,unknown,shot-on-goal,10,trailing_by_1,middle_period,p1
2025020360,2284165,0,0,9.22,139.399,wrist,not_rebound,not_rush,ev,center,unknown,faceoff,24,leading_by_1,middle_period,p1
2025030123,3571383,0,0,7.21,56.310,tip,not_rebound,not_rush,pp,center,unknown,faceoff,41,tied,middle_period,p3
2025030123,3571384,0,1,5.39,111.801,wrist,not_rebound,not_rush,ev,center,unknown,missed-shot,7,tied,middle_period,p3
2025030123,3571390,0,0,60.41,160.665,slap,not_rebound,not_rush,ev,right,false,hit,16,tied,middle_period,p3
2025030123,3571397,0,0,19.72,30.466,snap,not_rebound,not_rush,ev,left,false,faceoff,44,tied,middle_period,p3
2025020011,3049173,0,1,28.28,45.000,wrist,not_rebound,not_rush,pp,left,false,faceoff,18,tied,early_period,p1
2025030123,3571399,0,1,29.07,116.565,snap,not_rebound,not_rush,ev,left,true,missed-shot,21,tied,middle_period,p3
2025030123,3571408,0,1,30.23,34.216,snap,not_rebound,not_rush,ev,left,true,faceoff,8,tied,late_period,p3
2025020758,3226951,0,0,12.00,180.000,wrist,not_rebound,not_rush,ev,center,unknown,hit,9,leading_by_1,middle_period,p1
2025020758,3226952,0,0,18.25,170.538,tip,not_rebound,not_rush,ev,center,unknown,missed-shot,5,leading_by_1,middle_period,p1
2025030123,3571471,0,1,49.52,136.637,slap,not_rebound,not_rush,ev,left,true,hit,9,tied,final_5,p3
2025020436,3464735,0,1,16.64,147.265,wrist,not_rebound,not_rush,ev,center,unknown,hit,40,tied,early_period,p1
2025021305,3565511,0,0,11.66,149.036,tip,not_rebound,not_rush,ev,center,unknown,hit,29,tied,early_period,p1
2025021305,3565576,0,1,28.18,27.474,wrist,not_rebound,not_rush,ev,left,false,giveaway,14,tied,early_period,p1
2025021305,3565582,0,0,9.43,57.995,backhand,rebound,not_rush,ev,center,unknown,shot-on-goal,1,tied,early_period,p1
2025021305,3565588,0,0,62.43,31.908,slap,not_rebound,not_rush,ev,left,false,missed-shot,10,tied,early_period,p1
2025021305,3565594,0,1,41.44,70.253,wrist,not_rebound,not_rush,ev,left,true,missed-shot,53,tied,middle_period,p1
2025021077,2948913,0,0,52.80,24.624,wrist,not_rebound,not_rush,ev,left,true,faceoff,25,tied,early_period,p1
2025021077,2948928,0,1,44.10,3.900,wrist,not_rebound,not_rush,ev,center,unknown,giveaway,29,tied,early_period,p1
2025021077,2948929,0,1,26.42,60.524,wrist,rebound,not_rush,ev,right,true,shot-on-goal,2,tied,early_period,p1
2025021077,2948936,0,1,66.29,33.930,snap,not_rebound,rush_attempt,ev,right,true,giveaway,0,tied,early_period,p1
2025021305,3565595,0,1,12.00,0.000,wrist,rebound,not_rush,ev,center,unknown,shot-on-goal,2,tied,middle_period,p1
2025021305,3565601,1,1,37.54,41.760,wrist,not_rebound,not_rush,ev,left,false,shot-on-goal,69,tied,middle_period,p1
2025021305,3565614,0,0,31.02,110.772,wrist,not_rebound,not_rush,ev,right,true,giveaway,19,trailing_by_1,middle_period,p1
2025021142,3324129,0,0,14.87,160.346,tip,not_rebound,rush_attempt,ev,center,unknown,hit,4,leading_by_2_plus,middle_period,p3
2025020545,2369273,0,1,6.08,80.538,backhand,not_rebound,rush_attempt,ev,center,unknown,hit,3,tied,early_period,p1
2025020545,2369301,0,0,37.54,41.760,slap,not_rebound,rush_attempt,pp,left,false,giveaway,2,tied,early_period,p1
2025020545,2369305,0,1,21.21,135.000,wrist,not_rebound,not_rush,pk,left,false,giveaway,10,tied,early_period,p1
2025021305,3565665,0,0,24.04,16.928,snap,not_rebound,not_rush,pk,center,unknown,giveaway,9,leading_by_1,middle_period,p1
2025021305,3565689,0,1,37.01,38.418,wrist,not_rebound,not_rush,ev,left,false,hit,12,leading_by_1,middle_period,p1
2025021305,3565732,0,0,54.13,154.855,slap,not_rebound,not_rush,ev,left,false,blocked-shot,14,trailing_by_1,late_period,p1
2025021305,3565737,0,1,25.55,30.579,wrist,not_rebound,not_rush,ev,left,false,missed-shot,12,leading_by_1,late_period,p1
2025021305,3565767,0,1,25.63,159.444,wrist,not_rebound,not_rush,ev,center,unknown,takeaway,13,trailing_by_1,late_period,p1
2025021305,3565775,0,1,26.17,46.548,wrist,not_rebound,not_rush,ev,left,false,shot-on-goal,19,leading_by_1,late_period,p1
2025021305,3565797,0,1,9.00,180.000,wrist,not_rebound,not_rush,ps,center,unknown,penalty,0,trailing_by_1,late_period,p1
2025021305,3565812,0,0,7.81,129.806,tip,not_rebound,not_rush,ev,center,unknown,faceoff,25,trailing_by_1,late_period,p1
2025021305,3565821,0,1,59.84,170.380,slap,rebound,not_rush,ev,left,false,missed-shot,3,trailing_by_1,late_period,p1
2025021181,3545329,1,1,15.30,168.690,snap,not_rebound,not_rush,ev,center,unknown,faceoff,8,tied,early_period,p1
2025021181,3545443,0,0,62.48,140.194,snap,not_rebound,rush_attempt,ev,left,true,hit,2,leading_by_2_plus,early_period,p1
2025021181,3545449,0,1,7.07,171.870,tip,not_rebound,rush_attempt,ev,center,unknown,hit,5,leading_by_2_plus,early_period,p1
2025021181,3545453,0,1,14.87,19.654,backhand,not_rebound,not_rush,ev,center,unknown,shot-on-goal,12,trailing_by_2_plus,early_period,p1
2025021181,3545459,0,1,54.13,11.725,snap,not_rebound,not_rush,ev,right,false,hit,4,trailing_by_2_plus,early_period,p1
2025021181,3545478,0,0,31.89,138.814,slap,not_rebound,not_rush,pp,right,true,faceoff,9,leading_by_2_plus,early_period,p1
2025021305,3566021,0,1,8.49,45.000,wrist,not_rebound,not_rush,ev,center,unknown,faceoff,19,trailing_by_1,early_period,p2
2025021034,3516290,0,0,60.83,152.592,slap,not_rebound,rush_attempt,ev,right,true,hit,4,leading_by_1,early_period,p1
2025021034,3516291,0,0,20.40,168.690,snap,rebound,rush_rebound,ev,center,unknown,missed-shot,2,leading_by_1,early_period,p1
2025020892,2509502,0,0,63.51,146.560,slap,not_rebound,not_rush,ev,left,true,faceoff,8,tied,early_period,p1
2025020608,2402434,0,0,32.76,121.264,snap,not_rebound,not_rush,ev,right,true,missed-shot,24,trailing_by_1,early_period,p1
2025020608,2402458,0,1,9.85,156.038,wrist,not_rebound,not_rush,ev,center,unknown,blocked-shot,12,trailing_by_1,early_period,p1
2025020608,2402472,0,0,31.91,147.804,tip,not_rebound,not_rush,ev,left,false,faceoff,21,trailing_by_1,early_period,p1
2025021305,3566027,0,1,42.52,41.186,wrist,not_rebound,not_rush,ev,left,false,shot-on-goal,11,trailing_by_1,early_period,p2
2025021305,3566147,0,0,38.01,116.565,wrist,not_rebound,not_rush,ev,right,true,shot-on-goal,19,leading_by_2_plus,middle_period,p2
2025021305,3566160,0,1,57.87,170.049,slap,not_rebound,not_rush,ev,left,false,missed-shot,16,leading_by_2_plus,middle_period,p2
2025021305,3566242,0,0,13.34,102.995,snap,not_rebound,not_rush,pp,right,false,hit,37,leading_by_2_plus,middle_period,p2
2025021305,3566277,0,1,10.30,29.055,poke,not_rebound,not_rush,ev,center,unknown,faceoff,62,trailing_by_2_plus,middle_period,p2
2025021305,3566308,0,1,4.24,45.000,tip,not_rebound,not_rush,pp,center,unknown,faceoff,28,trailing_by_2_plus,middle_period,p2
2025021305,3566316,0,1,23.26,25.463,wrist,not_rebound,not_rush,pp,right,true,shot-on-goal,17,trailing_by_2_plus,middle_period,p2
2025021305,3566321,0,1,9.85,23.962,wrist,rebound,not_rush,pp,center,unknown,shot-on-goal,1,trailing_by_2_plus,middle_period,p2
2025021305,3566335,0,1,35.81,54.090,slap,not_rebound,not_rush,pp,left,false,blocked-shot,10,trailing_by_2_plus,middle_period,p2
2025021305,3566349,0,0,14.14,8.130,tip,not_rebound,not_rush,pp,center,unknown,blocked-shot,14,trailing_by_2_plus,middle_period,p2
2025020861,2886907,0,0,55.76,32.550,snap,not_rebound,not_rush,ev,right,true,blocked-shot,20,trailing_by_2_plus,middle_period,p2
2025020861,2886908,0,0,20.00,143.130,wrist,not_rebound,not_rush,ev,left,true,missed-shot,21,leading_by_2_plus,middle_period,p2
2025020713,2442134,0,1,22.67,48.576,wrist,not_rebound,rush_attempt,ev,right,false,giveaway,2,tied,early_period,p1
2025020713,2442139,0,1,61.13,164.827,snap,not_rebound,not_rush,ev,left,true,faceoff,17,tied,early_period,p1
2025020713,2442143,0,1,39.56,110.726,snap,not_rebound,rush_attempt,ev,left,true,giveaway,1,tied,early_period,p1
2025020713,2442144,0,1,36.40,52.815,wrist,not_rebound,not_rush,ev,right,true,shot-on-goal,9,tied,early_period,p1
2025020713,2442145,0,1,42.20,53.673,wrist,not_rebound,not_rush,ev,left,true,shot-on-goal,8,tied,early_period,p1
2025020357,2283252,0,1,14.56,15.945,backhand,rebound,not_rush,ev,center,unknown,missed-shot,2,trailing_by_1,early_period,p1
2025020357,2283254,0,0,61.72,153.020,wrist,not_rebound,rush_attempt,ev,right,true,giveaway,7,leading_by_1,early_period,p1
2025020357,2283255,0,1,25.63,159.444,wrist,not_rebound,not_rush,ev,center,unknown,missed-shot,29,leading_by_1,early_period,p1
2025020357,2283256,1,1,12.53,118.610,wrist,rebound,not_rush,ev,right,false,shot-on-goal,2,leading_by_1,early_period,p1
2025020357,2283260,0,1,25.46,45.000,snap,not_rebound,rush_attempt,ev,right,false,giveaway,5,trailing_by_2_plus,middle_period,p1
2025020357,2283263,1,1,9.22,77.471,wrist,not_rebound,not_rush,ev,center,unknown,faceoff,6,trailing_by_2_plus,middle_period,p1
2025020857,2495104,0,1,7.07,135.000,backhand,not_rebound,not_rush,pp,center,unknown,faceoff,6,trailing_by_1,middle_period,p1
2025020857,2495106,0,0,9.49,161.565,backhand,rebound,not_rush,pp,center,unknown,shot-on-goal,1,trailing_by_1,middle_period,p1
2025020857,2495108,0,1,184.32,6.855,wrist,not_rebound,not_rush,pk,left,true,missed-shot,45,leading_by_1,middle_period,p1
2025021077,2949003,1,1,4.24,45.000,wrist,rebound,not_rush,pp,center,unknown,missed-shot,2,trailing_by_1,late_period,p1
2025021305,3566395,0,1,13.45,131.987,wrist,not_rebound,rush_attempt,ev,left,true,blocked-shot,4,leading_by_2_plus,late_period,p2
2025020379,3457243,0,1,32.80,37.569,wrist,not_rebound,not_rush,ev,left,true,takeaway,10,tied,early_period,p1
2025020379,3457245,0,1,36.69,162.553,wrist,not_rebound,not_rush,ev,right,true,shot-on-goal,10,tied,early_period,p1
2025020379,3457253,0,1,28.30,147.995,tip,not_rebound,rush_attempt,ev,right,true,takeaway,1,tied,middle_period,p1
2025020379,3457256,0,1,43.08,111.801,wrist,not_rebound,not_rush,ev,left,true,shot-on-goal,14,tied,middle_period,p1
2025020379,3457265,0,1,56.30,19.722,wrist,not_rebound,not_rush,ev,left,false,faceoff,13,tied,middle_period,p1
2025020551,3487417,0,0,38.47,62.103,wrist,not_rebound,not_rush,ev,right,false,missed-shot,30,tied,early_period,p1
2025020551,3487418,0,0,21.19,70.710,wrist,not_rebound,not_rush,ev,right,true,missed-shot,4,tied,early_period,p1
2025020551,3487421,0,1,8.94,26.565,wrist,not_rebound,not_rush,ev,center,unknown,takeaway,12,tied,early_period,p1
2025020551,3487424,0,1,60.75,147.095,slap,not_rebound,not_rush,ev,left,true,faceoff,3,tied,early_period,p1
2025021305,3566422,0,1,39.01,178.531,wrist,not_rebound,not_rush,ev,center,unknown,blocked-shot,30,leading_by_2_plus,late_period,p2
2025021305,3566427,0,1,19.42,168.111,tip,not_rebound,not_rush,ev,center,unknown,shot-on-goal,33,leading_by_2_plus,late_period,p2
2025021305,3566466,0,1,9.00,0.000,tip,not_rebound,not_rush,pp,center,unknown,giveaway,64,trailing_by_2_plus,late_period,p2
2025021305,3566479,1,1,24.52,78.232,wrist,not_rebound,not_rush,ev,left,true,blocked-shot,23,trailing_by_2_plus,late_period,p2
2025030146,3412323,0,1,45.28,149.470,snap,not_rebound,not_rush,ev,left,true,hit,48,tied,early_period,p1
2025030146,3412325,0,1,27.59,133.531,backhand,not_rebound,not_rush,ev,right,unknown,shot-on-goal,35,tied,early_period,p1
2025030146,3412337,0,1,19.85,40.914,snap,not_rebound,not_rush,ev,left,false,giveaway,69,tied,middle_period,p1
2025030146,3412341,0,1,44.28,6.483,wrist,not_rebound,rush_attempt,ev,center,unknown,giveaway,4,tied,middle_period,p1
2025021305,3566544,0,1,47.04,177.563,wrist,not_rebound,rush_attempt,ev,center,unknown,giveaway,2,trailing_by_1,early_period,p3
2025020357,2283273,0,1,39.82,38.884,wrist,not_rebound,not_rush,pk,right,true,giveaway,21,trailing_by_1,middle_period,p1
2025020357,2283274,0,1,8.25,104.036,wrist,rebound,not_rush,pk,center,unknown,shot-on-goal,2,trailing_by_1,middle_period,p1
2025020357,2283277,0,1,47.10,176.348,snap,not_rebound,not_rush,pp,center,unknown,takeaway,23,leading_by_1,middle_period,p1
2025020357,2283278,0,1,37.22,30.700,snap,not_rebound,not_rush,ev,right,false,shot-on-goal,41,trailing_by_1,middle_period,p1
2025020266,2248479,0,0,16.28,169.380,tip,not_rebound,not_rush,ev,center,unknown,faceoff,6,tied,early_period,p1
2025020266,2248481,0,1,56.36,25.201,slap,not_rebound,not_rush,ev,left,false,missed-shot,15,tied,early_period,p1
2025020266,2248510,0,1,67.12,155.344,wrist,not_rebound,not_rush,ev,right,true,shot-on-goal,18,tied,early_period,p1
2025020266,2248512,0,1,64.29,164.667,slap,not_rebound,not_rush,ev,left,true,shot-on-goal,6,tied,early_period,p1
2025021305,3566550,0,1,57.25,27.013,wrist,not_rebound,not_rush,ev,left,false,shot-on-goal,28,leading_by_1,early_period,p3
2025021305,3566568,0,0,49.52,133.363,slap,not_rebound,not_rush,ev,right,true,faceoff,26,trailing_by_1,early_period,p3
2025021305,3566571,0,0,19.85,139.086,snap,not_rebound,not_rush,ev,right,false,missed-shot,7,trailing_by_1,early_period,p3
2025021305,3566584,0,0,67.12,151.526,wrist,not_rebound,rush_attempt,ev,right,false,giveaway,8,trailing_by_1,early_period,p3
2025020748,3224593,0,1,32.56,132.510,wrist,not_rebound,not_rush,ev,right,false,shot-on-goal,31,tied,early_period,p1
2025020357,2283281,0,1,16.16,21.801,backhand,not_rebound,not_rush,ev,center,unknown,faceoff,13,trailing_by_1,middle_period,p1
2025020357,2283282,1,1,12.53,61.390,wrist,rebound,not_rush,ev,left,false,shot-on-goal,2,trailing_by_1,middle_period,p1
2025021305,3566590,0,0,46.75,41.532,slap,not_rebound,not_rush,ev,left,false,missed-shot,10,leading_by_1,early_period,p3
2025021305,3566600,1,1,12.81,141.340,snap,not_rebound,not_rush,ev,center,unknown,hit,9,trailing_by_1,early_period,p3
2025021305,3566610,0,0,60.22,35.538,snap,not_rebound,not_rush,ev,left,true,hit,3,tied,early_period,p3
2025021305,3566619,0,1,39.12,4.399,wrist,not_rebound,rush_attempt,ev,center,unknown,takeaway,3,tied,early_period,p3
2025020357,2283291,0,1,61.85,145.539,slap,not_rebound,rush_attempt,ev,left,true,giveaway,0,leading_by_1,middle_period,p1
2025020357,2283294,0,1,14.04,175.914,deflection,not_rebound,not_rush,ev,center,unknown,faceoff,3,leading_by_1,middle_period,p1
2025020357,2283298,0,1,21.63,146.310,backhand,not_rebound,rush_attempt,ev,left,false,giveaway,1,leading_by_1,late_period,p1
2025020357,2283301,0,0,57.43,144.926,wrist,not_rebound,not_rush,ev,left,false,faceoff,40,leading_by_1,late_period,p1
2025020602,3498512,0,1,32.20,154.231,wrist,not_rebound,not_rush,ev,left,false,hit,24,tied,early_period,p1
2025020602,3498518,0,1,37.20,143.746,snap,not_rebound,not_rush,ev,left,false,blocked-shot,15,tied,early_period,p1
2025020602,3498525,0,1,7.28,164.055,snap,not_rebound,not_rush,ev,center,unknown,faceoff,21,tied,early_period,p1
2025021305,3566646,0,1,50.45,140.631,slap,not_rebound,rush_attempt,ev,right,true,takeaway,8,tied,early_period,p3
2025021305,3566656,0,1,24.04,135.000,wrist,not_rebound,not_rush,ev,right,true,hit,54,tied,middle_period,p3
2025021305,3566665,0,1,47.51,149.657,wrist,not_rebound,not_rush,ev,right,true,blocked-shot,11,tied,middle_period,p3
2025020873,3238452,0,1,37.54,41.760,slap,not_rebound,not_rush,ev,left,true,hit,26,trailing_by_1,early_period,p1
2025020873,3238453,0,1,19.21,38.660,wrist,not_rebound,not_rush,ev,right,true,shot-on-goal,25,trailing_by_1,early_period,p1
2025020873,3238454,0,0,51.66,132.647,wrist,not_rebound,not_rush,ev,right,true,shot-on-goal,11,leading_by_1,early_period,p1
2025020357,2283308,0,1,50.33,139.028,wrist,not_rebound,not_rush,ev,left,false,hit,33,leading_by_1,late_period,p1
2025020357,2283309,1,1,12.04,175.236,deflection,rebound,not_rush,ev,center,unknown,shot-on-goal,3,leading_by_1,late_period,p1
2025020357,2283311,0,1,16.64,147.265,wrist,not_rebound,not_rush,ev,center,unknown,faceoff,31,leading_by_2_plus,late_period,p1
2025020357,2283312,0,0,13.42,26.565,tip,not_rebound,not_rush,ev,center,unknown,shot-on-goal,9,trailing_by_2_plus,late_period,p1
2025010023,2093039,0,1,55.61,142.306,slap,rebound,not_rush,ev,left,true,shot-on-goal,0,tied,early_period,p1
2025010023,2093061,0,1,34.06,49.764,wrist,not_rebound,not_rush,ev,right,true,faceoff,24,leading_by_1,early_period,p1
2025010023,2093064,0,1,51.66,47.353,wrist,not_rebound,not_rush,ev,right,true,faceoff,3,leading_by_1,early_period,p1
2025010023,2093067,0,1,73.25,32.171,wrist,not_rebound,not_rush,ev,right,unknown,faceoff,20,leading_by_1,middle_period,p1
2025021305,3566677,0,1,41.59,117.181,wrist,not_rebound,rush_attempt,ev,left,false,giveaway,2,tied,middle_period,p3
2025020090,3068230,0,1,9.06,173.660,wrist,not_rebound,rush_attempt,ev,center,unknown,giveaway,4,tied,early_period,p1
2025021305,3566704,0,1,24.17,155.556,snap,rebound,rush_attempt,ev,right,true,blocked-shot,1,tied,middle_period,p3
2025021305,3566707,1,1,7.28,164.055,snap,not_rebound,not_rush,ev,center,unknown,shot-on-goal,8,tied,middle_period,p3
2025021305,3566724,0,1,65.19,159.341,wrist,not_rebound,not_rush,ev,left,false,hit,36,leading_by_1,middle_period,p3
2025020817,2483273,1,1,26.00,180.000,wrist,not_rebound,rush_attempt,pk,center,unknown,giveaway,5,tied,middle_period,p3
2025020568,2381740,0,0,29.00,133.603,snap,not_rebound,not_rush,ev,left,false,hit,36,tied,early_period,p1
2025020357,2283314,0,1,14.87,42.274,tip,not_rebound,not_rush,ev,right,false,blocked-shot,9,trailing_by_2_plus,late_period,p1
2025020357,2283317,0,1,53.81,138.013,wrist,not_rebound,rush_attempt,ev,right,true,blocked-shot,7,leading_by_2_plus,late_period,p1
2025020357,2283319,0,1,11.70,160.017,snap,not_rebound,rush_attempt,ev,center,unknown,takeaway,2,leading_by_2_plus,late_period,p1
2025021305,3566737,0,0,35.69,168.690,slap,not_rebound,not_rush,ev,center,unknown,faceoff,5,leading_by_1,middle_period,p3
2025021305,3566750,1,1,64.26,159.027,slap,not_rebound,not_rush,ev,left,true,hit,54,leading_by_1,middle_period,p3
2025021305,3566771,0,0,52.35,46.548,wrist,not_rebound,not_rush,ev,right,true,hit,56,trailing_by_2_plus,middle_period,p3
2025021238,3552493,0,0,38.28,70.145,wrist,not_rebound,not_rush,ev,left,true,faceoff,20,tied,early_period,p1
2025020019,3052012,0,1,68.73,171.634,tip,not_rebound,not_rush,ev,left,false,shot-on-goal,10,tied,early_period,p1
2025020019,3052019,0,0,26.68,77.005,backhand,not_rebound,not_rush,ev,left,false,hit,2,tied,early_period,p1
2025020019,3052020,0,0,19.24,8.973,tip,not_rebound,not_rush,ev,center,unknown,missed-shot,14,tied,early_period,p1
2025020357,2283337,0,0,59.54,150.852,slap,not_rebound,not_rush,ev,left,true,faceoff,34,leading_by_2_plus,late_period,p1
2025020357,2283348,0,1,34.99,149.036,wrist,not_rebound,rush_attempt,ev,left,false,giveaway,4,trailing_by_2_plus,early_period,p2
2025020357,2283351,1,1,21.38,10.784,deflection,not_rebound,not_rush,ev,center,unknown,faceoff,36,leading_by_2_plus,early_period,p2
2025020357,2283360,0,1,64.47,156.218,wrist,not_rebound,not_rush,pp,left,unknown,faceoff,19,trailing_by_2_plus,early_period,p2
2025020357,2283367,0,1,34.01,114.305,wrist,not_rebound,not_rush,ev,left,false,faceoff,17,trailing_by_2_plus,early_period,p2
2025021305,3566825,0,1,27.46,33.111,wrist,not_rebound,not_rush,ev,left,true,blocked-shot,19,trailing_by_2_plus,late_period,p3
2025021305,3566858,1,1,19.42,168.111,wrist,not_rebound,not_rush,ev,center,unknown,faceoff,5,leading_by_2_plus,late_period,p3
2025021305,3566870,0,0,33.14,174.806,snap,not_rebound,not_rush,ev,center,unknown,faceoff,23,leading_by_2_plus,final_5,p3
2025021252,3555463,0,0,52.15,32.471,snap,not_rebound,not_rush,ev,left,true,giveaway,20,tied,early_period,p1
2025020357,2283368,0,0,25.46,45.000,snap,not_rebound,not_rush,ev,left,false,shot-on-goal,20,leading_by_2_plus,early_period,p2
2025020357,2283373,0,1,13.04,32.471,wrist,not_rebound,not_rush,ev,center,unknown,takeaway,24,leading_by_2_plus,early_period,p2
2025021191,2775180,0,1,17.12,6.710,tip,not_rebound,rush_attempt,pp,center,unknown,giveaway,2,tied,early_period,p1
2025021191,2775181,0,0,35.23,55.408,wrist,not_rebound,not_rush,pp,left,true,shot-on-goal,83,tied,early_period,p1
2025021305,3566888,0,0,20.88,106.699,wrist,not_rebound,not_rush,ev,right,false,faceoff,35,leading_by_2_plus,final_5,p3
2025021305,3566893,0,0,19.24,171.027,tip,not_rebound,not_rush,ev,center,unknown,missed-shot,14,leading_by_2_plus,final_5,p3
2025021305,3566897,0,0,30.61,128.367,slap,not_rebound,not_rush,ev,left,false,missed-shot,7,leading_by_2_plus,final_5,p3
2025021305,3566917,0,1,39.81,64.722,wrist,not_rebound,not_rush,ev,left,true,hit,64,trailing_by_2_plus,final_5,p3
