*01mnr*	2374	"Chris Frank"	UTA	D,Skt	750000
*05y37*	2375	"Ethen Frank"	WSH	RW,Skt	2000000
*06imp*	2376	"Noel Fransen"	CAR	D,Skt	990000
*003we*	2377	"Cody Franson"	WSH	D,Skt	750000
*02fnm*	2378	"Jordan Fransoo"	(N/A)	D,Skt	750000
*072yd*	2379	"Hugo Fransson"	(N/A)	D,Skt	750000
*01uw2*	2380	"Johan Fransson"	(N/A)	D,Skt	750000
*06miu*	2381	"Gabriel Frasca"	(N/A)	C,Skt	750000
*05uxo*	2382	"Jacob Frasca"	(N/A)	C,Skt	750000
*060er*	2383	"Jordan Frasca"	NSH	C,Skt	750000
*04f6z*	2384	"Cole Fraser"	DET	D,Skt	750000
*003kb*	2385	"Colin Fraser"	(N/A)	C,Skt	750000
*003z8*	2386	"Jamie Fraser"	(N/A)	D,Skt	750000
*03rx6*	2387	"Jeremie Fraser"	(N/A)	D,Skt	750000
*003xp*	2388	"Mark Fraser"	(N/A)	D,Skt	750000
*0253d*	2389	"Matt Fraser"	(N/A)	RW,Skt	750000
*0243h*	2390	"Matt Frattin"	(N/A)	RW,Skt	750000
*01a1w*	2391	"Jeff Frazee"	(N/A)	G	750000
*02j0h*	2392	"Martin Frechette"	(N/A)	D,Skt	750000
*042t7*	2393	"Trent Frederic"	EDM	LW,Skt	3850000
*02ft7*	2394	"Kris Fredheim"	(N/A)	D,Skt	750000
*06luv*	2395	"Alfons Freij"	WPG	D,Skt	965000
*03npf*	2396	"Max French"	(N/A)	C,Skt	750000
*02eg4*	2397	"Max Friberg"	(N/A)	RW,Skt	750000
*03ebp*	2398	"Mark Friedman"	NSH	D,Skt	750000
*06h77*	2399	"T.J. Friedmann"	NJD	DEFAULT,Skt	750000
*0430o*	2400	"Jacob Friend"	LAK	D,Skt	750000
*01zqq*	2401	"Alex Friesen"	(N/A)	C,Skt	750000
*071s2*	2402	"Evan Friesen"	COL	DEFAULT,Skt	750000
*0730j*	2403	"Jiro Frilander"	(N/A)	RW,Skt	750000
*05ykn*	2404	"Niklas Friman"	(N/A)	D,Skt	750000
*06gy6*	2405	"Ethan Frisch"	(N/A)	D,Skt	750000
*02frj*	2406	"Andrew Fritsch"	(N/A)	RW,Skt	750000
*01cje*	2407	"Jamie Fritsch"	(N/A)	D,Skt	750000
*003mf*	2408	"Dan Fritsche"	(N/A)	C,Skt	750000
*01072*	2409	"Tom Fritsche"	(N/A)	LW,Skt	750000
*048t6*	2410	"Tanner Fritz"	NYI	C,Skt	750000
*02b7b*	2411	"Martin Frk"	CGY	RW,Skt	750000
*05ou9*	2412	"Jesper Froden"	SEA	RW,Skt	750000
*04yl1*	2413	"Dominik Frodl"	(N/A)	G	750000
*027c7*	2414	"Byron Froese"	(N/A)	C,Skt	750000
*004n1*	2415	"Michael Frolik"	STL	RW,Skt	750000
*076ji*	2416	"Jakub Frolo"	(N/A)	RW,Skt	750000
*06qqe*	2417	"Semyon Frolov"	CAR	G	750000
*042xw*	2418	"Mathias From"	CHI	LW,Skt	750000
*06h7a*	2419	"Robbie Fromm-Delorme"	VGK	DEFAULT,Skt	750000
*06jhd*	2420	"Anton Frondell"	CHI	C,Skt	1975000
*03mll*	2421	"Jiri Fronk"	(N/A)	RW,Skt	750000
*076q2*	2422	"Eric Frossard"	ANA	D,Skt	750000
*04ezy*	2423	"Morgan Frost"	CGY	C,Skt	4375000
*04xcg*	2424	"Zach Frye"	VAN	D,Skt	750000
*061kx*	2425	"Hugo Frylen"	(N/A)	RW,Skt	750000
*02ycq*	2426	"Zach Fucale"	(N/A)	G	750000
*071m6*	2427	"Jaxon Fuder"	DAL	C,Skt	950000
*04l2j*	2428	"Kaden Fulcher"	DET	G	750000
*06av7*	2429	"Aidan Fulp"	BUF	D,Skt	750000
*02ye4*	2430	"Jordan Fulton"	(N/A)	LW,Skt	750000
*06tyu*	2431	"Linus Funck"	COL	D,Skt	750000
*003gu*	2432	"Michael Funk"	(N/A)	D,Skt	750000
*06hk5*	2433	"Zac Funk"	WSH	RW,Skt	1033333
*03zf4*	2434	"Dominik Furch"	(N/A)	G	750000
*060na*	2435	"Jake Furlong"	CHI	D,Skt	900000
*063c6*	2436	"Brendan Furry"	TBL	LW,Skt	750000
*05oya*	2437	"John Fusco"	TOR	D,Skt	750000
*06xxg*	2438	"Mikhail Fyodorov"	STL	RW,Skt	750000
*06ydq*	2439	"Viktor Fyodorov"	SEA	C,Skt	750000
*038lb*	2440	"Austin Fyten"	(N/A)	LW,Skt	750000
*06mqq*	2441	"Denis Gabdrakhmanov"	FLA	G	750000
*05yg8*	2442	"Riese Gaber"	(N/A)	RW,Skt	750000
*06xwu*	2443	"Gabriel Gabriel"	VAN	DEFAULT,Skt	750000
*023op*	2444	"Oliver Gabriel"	(N/A)	LW,Skt	750000
*060vj*	2445	"Grant Gabriele"	(N/A)	D,Skt	750000
*03rgb*	2446	"Jesse Gabrielle"	(N/A)	LW,Skt	750000
*05ufx*	2447	"Hugo Gabrielson"	VAN	D,Skt	750000
*04f11*	2448	"Jonah Gadjovich"	FLA	RW,Skt	905000
*03c0e*	2449	"Philippe Gadoury"	(N/A)	C,Skt	750000
*06rle*	2450	"Mac Gadowsky"	(N/A)	D,Skt	750000
*01zve*	2451	"Max Gaede"	SJS	RW,Skt	750000
*072oo*	2452	"Alex Gaffney"	(N/A)	C,Skt	750000
*05uap*	2453	"Alex Gagne"	COL	D,Skt	910000
*03pil*	2454	"Gabe Gagne"	(N/A)	RW,Skt	750000
*0042q*	2455	"Karl Gagne"	(N/A)	LW,Skt	750000
*02ytv*	2456	"Kevin Gagne"	(N/A)	D,Skt	750000
*003q6*	2457	"Sam Gagner"	(N/A)	C,Skt	750000
*071u2*	2458	"Ryan Gagnier"	CHI	DEFAULT,Skt	750000
*003nq*	2459	"Aaron Gagnon"	(N/A)	C,Skt	750000
*06gy1*	2460	"Felix Gagnon"	SJS	DEFAULT,Skt	750000
*04ad8*	2461	"Parker Gahagen"	(N/A)	G	750000
*03afu*	2462	"Sergei Gaiduchenko"	FLA	G	750000
*067yt*	2463	"Adam Gajan"	CHI	G	1550000
*04rzs*	2464	"Adam Gajarsky"	(N/A)	RW,Skt	750000
*04mmn*	2465	"Matthew Galajda"	(N/A)	G	750000
*02b79*	2466	"Alex Galchenyuk"	(N/A)	C,Skt	750000
*04r7g*	2467	"Danila Galenyuk"	(N/A)	D,Skt	750000
*005hm*	2468	"T.J. Galiardi"	(N/A)	LW,Skt	750000
*01zvb*	2469	"Stanislav Galiev"	(N/A)	RW,Skt	750000
*05ahf*	2470	"Artyom Galimov"	ANA	LW,Skt	750000
*031v7*	2471	"Emil Galimov"	SJS	LW,Skt	750000
*03bqk*	2472	"Stanislav Galimov"	(N/A)	G	750000
*04muj*	2473	"Olivier Galipeau"	(N/A)	D,Skt	750000
*05xwq*	2474	"Vladimir Galkin"	(N/A)	G	750000
*01zrm*	2475	"Benjamin Gallacher"	(N/A)	D,Skt	750000
*0770r*	2476	"Layne Gallacher"	(N/A)	C,Skt	750000
*01zv1*	2477	"Brendan Gallagher"	VAN	RW,Skt	6500000
*05u0q*	2478	"Ty Gallagher"	BOS	D,Skt	750000
*048vo*	2479	"Alex Gallant"	CGY	C,Skt	750000
*02yk1*	2480	"Brett Gallant"	CBJ	LW,Skt	750000
*06xxa*	2481	"Richard Gallant"	SJS	LW,Skt	750000
*04f1k*	2482	"Zach Gallant"	PIT	C,Skt	750000
*05ufp*	2483	"Tyson Galloway"	(N/A)	D,Skt	750000
*04f7h*	2484	"Jakub Galvas"	CHI	D,Skt	750000
*06mh7*	2485	"Tomas Galvas"	PIT	D,Skt	750000
*04al8*	2486	"Joseph Gambardella"	NJD	C,Skt	750000
*03z94*	2487	"Dylan Gambrell"	MIN	C,Skt	850000
*06ims*	2488	"Dmitri Gamzin"	NYI	G	750000
*031sc*	2489	"Tyler Ganly"	(N/A)	D,Skt	750000
*02fsr*	2490	"Jake Gannon"	(N/A)	D,Skt	750000
*06h7p*	2491	"Noah Ganske"	EDM	DEFAULT,Skt	750000
*05lud*	2492	"Dylan Garand"	NYR	G	875000
*06h7g*	2493	"Zsombor Garat"	NYI	DEFAULT,Skt	750000
*05227*	2494	"Amir Garayev"	(N/A)	LW,Skt	750000
*03nql*	2495	"Matt Garbowsky"	(N/A)	C,Skt	750000
*02fsw*	2496	"Ryan Garbutt"	(N/A)	C,Skt	750000
*03wkl*	2497	"C.J. Garcia"	(N/A)	D,Skt	750000
*06sq2*	2498	"Matthew Gard"	PHI	LW,Skt	750000
*06c73*	2499	"Brad Gardiner"	DAL	C,Skt	750000
*016g5*	2500	"Jake Gardiner"	(N/A)	D,Skt	750000
*01zqo*	2501	"Max Gardiner"	STL	C,Skt	750000
*03h54*	2502	"Reid Gardiner"	(N/A)	RW,Skt	750000
*0618m*	2503	"Daimon Gardner"	VAN	C,Skt	750000
*06jhh*	2504	"Evan Gardner"	CBJ	G	750000
*042x8*	2505	"Rhett Gardner"	PHI	C,Skt	750000
*05lul*	2506	"Isak Garfve"	(N/A)	LW,Skt	750000
*03ano*	2507	"Emil Garipov"	(N/A)	G	750000
*03m26*	2508	"Conor Garland"	CBJ	RW,Skt	6000000
*06ydw*	2509	"Gavin Garland"	(N/A)	RW,Skt	750000
*039vj*	2510	"Hunter Garlent"	(N/A)	C,Skt	750000
*015sv*	2511	"Ryan Garlock"	NYR	C,Skt	750000
*05abk*	2512	"Joseph Garreffa"	(N/A)	LW,Skt	750000
*015tb*	2513	"Jason Garrison"	(N/A)	D,Skt	750000
*03ycw*	2514	"Michael Garteig"	(N/A)	G	750000
*076jk*	2515	"Lavr Gashilov"	NJD	C,Skt	750000
*05ud9*	2516	"Andre Gasseau"	SJS	C,Skt	975000
*076rm*	2517	"Malcom Gastrin"	EDM	LW,Skt	750000
*06pyv*	2518	"Milton Gastrin"	STL	C,Skt	974167
*065ik*	2519	"Marc Gatcomb"	NYI	RW,Skt	750000
*04yo8*	2520	"Artur Gatiyatov"	(N/A)	LW,Skt	750000
*06owp*	2521	"Sebastian Gatto"	(N/A)	G	750000
*0661h*	2522	"Jacob Gaucher"	PHI	C,Skt	850000
*05rji*	2523	"Nathan Gaucher"	ANA	C,Skt	1129167
*05xcw*	2524	"Jake Gaudet"	CBJ	C,Skt	750000
*0618o*	2525	"Marc-Andre Gaudet"	STL	D,Skt	877500
*039vs*	2526	"Tyler Gaudet"	TOR	C,Skt	750000
*03ril*	2527	"Adam Gaudette"	SJS	C,Skt	2000000
*05rke*	2528	"Benjamin Gaudreau"	MTL	G	750000
*03kng*	2529	"Frederick Gaudreau"	SEA	C,Skt	2100000
*02not*	2530	"Brendan Gaunce"	BOS	C,Skt	875000
*01dcc*	2531	"Cameron Gaunce"	(N/A)	D,Skt	750000
*05rjd*	2532	"Cutter Gauthier"	ANA	LW,Skt	1900000
*02i21*	2533	"Danick Gauthier"	(N/A)	C,Skt	750000
*064wm*	2534	"Ethan Gauthier"	TBL	RW,Skt	946667
*03165*	2535	"Frederik Gauthier"	(N/A)	C,Skt	750000
*003sx*	2536	"Gabe Gauthier"	(N/A)	LW,Skt	750000
*03ycq*	2537	"Guillaume Gauthier"	(N/A)	LW,Skt	750000
*03to6*	2538	"Julien Gauthier"	STL	RW,Skt	775000
*051xh*	2539	"Taylor Gauthier"	PIT	G	850000
*01ztx*	2540	"Jerome Gauthier-Leduc"	(N/A)	D,Skt	750000
*05xy3*	2541	"Jordan Gavin"	(N/A)	LW,Skt	750000
*06pn5*	2542	"Will Gavin"	UTA	DEFAULT,Skt	750000
*03ekl*	2543	"Vladislav Gavrikov"	NYR	D,Skt	7000000
*02ob6*	2544	"Artur Gavrus"	(N/A)	C,Skt	750000
*04f74*	2545	"Leon Gawanke"	(N/A)	D,Skt	750000
*03rgl*	2546	"Glenn Gawdin"	NYR	C,Skt	875000
*06s0x*	2547	"Cooper Gay"	COL	RW,Skt	910000
*024j3*	2548	"Sergei Gayduchenko"	(N/A)	G	750000
*060oj*	2549	"Ruslan Gazizov"	(N/A)	LW,Skt	750000
*03kih*	2550	"Dustin Gazley"	(N/A)	LW,Skt	750000
*06mje*	2551	"Patrick Geary"	BUF	D,Skt	750000
*03klt*	2552	"Curtis Gedig"	CGY	D,Skt	750000
*05rb9*	2553	"Conor Geekie"	TBL	RW,Skt	1653333
*04a9v*	2554	"Morgan Geekie"	BOS	LW,Skt	5500000
*07694*	2555	"Nolan Geerdes"	(N/A)	D,Skt	750000
*031pf*	2556	"Mason Geertsen"	BUF	D,Skt	750000
*0483d*	2557	"Paul Geiger"	(N/A)	D,Skt	750000
*04f2c*	2558	"Tobias Geisser"	WSH	D,Skt	750000
*003p6*	2559	"Randall Gelech"	(N/A)	RW,Skt	750000
*01mnx*	2560	"Eric Gelinas"	CAR	D,Skt	750000
*03aqy*	2561	"Guillaume Gelinas"	(N/A)	D,Skt	750000
*024d7*	2562	"Marc-Antoine Gelinas"	(N/A)	G	750000
*06sqk*	2563	"Remi Gelinas"	(N/A)	D,Skt	750000
*06spv*	2564	"Eddie Genborg"	DET	LW,Skt	1049167
*062k4*	2565	"Alexis Gendron"	(N/A)	RW,Skt	860000
*03ebd*	2566	"Miles Gendron"	COL	D,Skt	750000
*015oq*	2567	"Dan Gendur"	(N/A)	RW,Skt	750000
*01cfm*	2568	"Matt Generous"	(N/A)	D,Skt	750000
*03rjy*	2569	"Matteo Gennaro"	EDM	C,Skt	750000
*02697*	2570	"Leonardo Genoni"	(N/A)	G	750000
*026ks*	2571	"Chay Genoway"	(N/A)	D,Skt	750000
*02yc9*	2572	"Brett Gensler"	(N/A)	F,Skt	750000
*0385q*	2573	"Sebastian Geoffrion"	(N/A)	LW,Skt	750000
*06hk8*	2574	"Carter George"	LAK	G	929167
*060j7*	2575	"Isaiah George"	NYI	D,Skt	750000
*04gpz*	2576	"Alexandar Georgiev"	(N/A)	G	825000
*065at*	2577	"Charlie Gerard"	PHI	RW,Skt	750000
*05tpu*	2578	"Kirill Gerasimyuk"	FLA	G	900000
*05o64*	2579	"Igor Geraskin"	(N/A)	LW,Skt	750000
*005h0*	2580	"Nathan Gerbe"	(N/A)	C,Skt	750000
*04rnd*	2581	"Jeremi Gerber"	(N/A)	RW,Skt	750000
*02fqe*	2582	"Martin Gernat"	(N/A)	D,Skt	750000
*06puo*	2583	"William Gerrior"	PIT	DEFAULT,Skt	750000
*03ecs*	2584	"Shane Gersich"	(N/A)	LW,Skt	750000
*003z9*	2585	"Bruno Gervais"	(N/A)	D,Skt	750000
*03o3r*	2586	"Bryce Gervais"	(N/A)	C,Skt	750000
*06uvq*	2587	"Dawson Gerwing"	(N/A)	LW,Skt	750000
*042xu*	2588	"Tim Gettinger"	DET	LW,Skt	750000
*06ppc*	2589	"Andre Ghantous"	NJD	DEFAULT,Skt	750000
*06ce5*	2590	"Matteo Giampa"	(N/A)	RW,Skt	750000
*06ag4*	2591	"Dante Giannuzzi"	(N/A)	G	750000
*025re*	2592	"Brian Gibbons"	(N/A)	RW,Skt	750000
*02zgb*	2593	"Kyle Gibbons"	(N/A)	RW,Skt	750000
*06bam*	2594	"Andrew Gibson"	NSH	D,Skt	978333
*02b6s*	2595	"Chris Gibson"	DAL	G	750000
*02b3y*	2596	"John Gibson"	DET	G	6400000
*03wno*	2597	"Kevin Gibson"	(N/A)	D,Skt	750000
*04qzr*	2598	"Mitchell Gibson"	WSH	G	812500
*048vx*	2599	"Stephen Gibson"	(N/A)	D,Skt	750000
*05xdd*	2600	"Carson Gicewicz"	NSH	C,Skt	750000
*06mcz*	2601	"Marcus Gidlof"	STL	G	750000
*038sv*	2602	"Remy Giftopoulos"	NJD	LW,Skt	750000
*042wg*	2603	"Brandon Gignac"	MTL	C,Skt	750000
*023on*	2604	"David Gilbert"	(N/A)	C,Skt	750000
*03rg1*	2605	"Dennis Gilbert"	BUF	D,Skt	850000
*003q8*	2606	"Tom Gilbert"	(N/A)	D,Skt	750000
*03w5n*	2607	"Max Gildon"	FLA	D,Skt	750000
*051x1*	2608	"Michael Gildon"	(N/A)	LW,Skt	750000
*04r69*	2609	"Patrick Giles"	SJS	C,Skt	875000
*0057g*	2610	"Stefano Giliati"	(N/A)	LW,Skt	750000
*062sm*	2611	"Dyllan Gill"	TBL	D,Skt	975000
*066em*	2612	"Justin Gill"	NYI	C,Skt	750000
*038ka*	2613	"Riley Gill"	WSH	G	750000
*03kh4*	2614	"Sahir Gill"	(N/A)	C,Skt	750000
*06lv0*	2615	"Spencer Gill"	PHI	D,Skt	750000
*04xco*	2616	"Mitch Gillam"	(N/A)	G	750000
*003u8*	2617	"Colton Gillies"	(N/A)	LW,Skt	750000
*02nq0*	2618	"Jon Gillies"	TOR	G	750000
*05u4g*	2619	"Liam Gilmartin"	(N/A)	LW,Skt	750000
*02o72*	2620	"Adam Gilmour"	(N/A)	C,Skt	750000
*04f8e*	2621	"Brady Gilmour"	DET	C,Skt	750000
*031uy*	2622	"John Gilmour"	(N/A)	D,Skt	750000
*01cwr*	2623	"Matt Gilroy"	(N/A)	D,Skt	750000
*03wlz*	2624	"Matt Ginn"	(N/A)	G	750000
*04qy6*	2625	"Adam Ginning"	VGK	D,Skt	875000
*004pk*	2626	"Mark Giordano"	(N/A)	D,Skt	750000
*031ph*	2627	"Felix Girard"	(N/A)	C,Skt	750000
*02y8y*	2628	"Gabriel Girard"	(N/A)	G	750000
*03yg4*	2629	"Samuel Girard"	PIT	D,Skt	5000000
*02dpz*	2630	"Zemgus Girgensons"	TBL	LW,Skt	875000
*051xd*	2631	"Christopher Giroday"	(N/A)	D,Skt	750000
*0042t*	2632	"Claude Giroux"	OTT	RW,Skt	4750000
*04r0d*	2633	"Damien Giroux"	BUF	C,Skt	750000
*005il*	2634	"Joel Gistedt"	(N/A)	G	750000
*05nfo*	2635	"Zach Giuttari"	NYR	D,Skt	750000
*03avh*	2636	"Andrew Gladiuk"	(N/A)	LW,Skt	750000
*074v0*	2637	"Jamie Glance"	(N/A)	RW,Skt	750000
*04m6l*	2638	"Seth Glanowski"	(N/A)	D,Skt	750000
*04amv*	2639	"Cody Glass"	NJD	C,Skt	2500000
*0041o*	2640	"Jeff Glass"	(N/A)	G	750000
*06lkw*	2641	"Andrea Glauser"	(N/A)	D,Skt	750000
*02446*	2642	"Konstantin Glazachev"	(N/A)	LW,Skt	750000
*045ci*	2643	"Ben Gleason"	MIN	D,Skt	800000
*038t2*	2644	"Joe Gleason"	(N/A)	D,Skt	750000
*05no5*	2645	"Matthew Gleason"	(N/A)	C,Skt	750000
*003j6*	2646	"Tim Gleason"	(N/A)	D,Skt	750000
*003vb*	2647	"Jon Gleed"	MTL	D,Skt	750000
*031vc*	2648	"Luke Glendening"	PHI	C,Skt	775000
*01f3f*	2649	"Scott Glennie"	(N/A)	RW,Skt	750000
*06clr*	2650	"Olof Glifford"	FLA	G	750000
*03bvf*	2651	"Alex Globke"	(N/A)	C,Skt	750000
*041fb*	2652	"Vasily Glotov"	BUF	C,Skt	750000
*05nfz*	2653	"Maximilian Glotzl"	(N/A)	D,Skt	750000
*060qj*	2654	"Ty Glover"	(N/A)	LW,Skt	750000
*0046c*	2655	"Marcel Goc"	(N/A)	C,Skt	750000
*0632c*	2656	"Dylan Godbout"	(N/A)	F,Skt	750000
*004jf*	2657	"Josh Godfrey"	(N/A)	D,Skt	750000
*03mgr*	2658	"Denis Godla"	(N/A)	G	750000
*03wot*	2659	"Barry Goers"	PIT	D,Skt	750000
*003mg*	2660	"Steven Goertzen"	(N/A)	RW,Skt	750000
*023ow*	2661	"Curt Gogol"	(N/A)	LW,Skt	750000
*02yhg*	2662	"Alexander Gogolev"	(N/A)	LW,Skt	750000
*04rdy*	2663	"Pavel Gogolev"	(N/A)	LW,Skt	750000
*003gw*	2664	"Phillip Gogulla"	(N/A)	LW,Skt	750000
*06mck*	2665	"Hiroki Gojsic"	NSH	RW,Skt	965000
*04f7e*	2666	"Jacob Golden"	MIN	D,Skt	750000
*06mcv*	2667	"Carson Golder"	(N/A)	LW,Skt	750000
*03c9y*	2668	"Nikolay Goldobin"	(N/A)	LW,Skt	750000
*06c76*	2669	"Terrell Goldsmith"	UTA	D,Skt	989444
*06mgw*	2670	"Jan Golicic"	TBL	D,Skt	750000
*0045a*	2671	"Alex Goligoski"	(N/A)	D,Skt	750000
*076ig*	2672	"Adam Goljer"	LAK	D,Skt	750000
*04xbj*	2673	"Maxim Golod"	CHI	LW,Skt	750000
*01gjo*	2674	"Cody Goloubef"	MTL	D,Skt	750000
*03xyr*	2675	"Anatoly Golyshev"	(N/A)	RW,Skt	750000
*038n3*	2676	"Jared Gomes"	FLA	LW,Skt	750000
*05lwt*	2677	"Gage Goncalves"	TBL	LW,Skt	1200000
*06xvz*	2678	"Artyom Gonchar"	NYR	D,Skt	750000
*01d6a*	2679	"Maxim Goncharov"	(N/A)	D,Skt	750000
*072fp*	2680	"Sergei Goncharuk"	(N/A)	LW,Skt	750000
*05rja*	2681	"Elijah Gonsalves"	(N/A)	RW,Skt	750000
*06clj*	2682	"Dennis Good Bogg"	NYI	D,Skt	750000
*04m61*	2683	"Billy Good"	(N/A)	LW,Skt	750000
*02h1x*	2684	"Barclay Goodrow"	SJS	LW,Skt	3641667
*06tdo*	2685	"Mans Goos"	DAL	G	750000
*04aog*	2686	"Mattias Goransson"	(N/A)	D,Skt	750000
*06mqr*	2687	"Stepan Gorbunov"	FLA	C,Skt	750000
*04f78*	2688	"Fedor Gordeev"	MIN	D,Skt	750000
*051xg*	2689	"Alexander Gordin"	MTL	LW,Skt	750000
*004nw*	2690	"Andrew Gordon"	(N/A)	RW,Skt	750000
*004ca*	2691	"Boyd Gordon"	(N/A)	C,Skt	750000
*02oat*	2692	"Coda Gordon"	CGY	RW,Skt	750000
*06l27*	2693	"Isaac Gordon"	(N/A)	RW,Skt	750000
*03d27*	2694	"Lucas Gore"	(N/A)	G	750000
*071kz*	2695	"Egor Goriunov"	MTL	DEFAULT,Skt	750000
*04r0u*	2696	"Liam Gorman"	CHI	C,Skt	750000
*01zre*	2697	"Brandon Gormley"	(N/A)	D,Skt	750000
*071m1*	2698	"John Gormley"	SJS	DEFAULT,Skt	750000
*04qzq*	2699	"Jack Gorniak"	MTL	LW,Skt	750000
*02oaz*	2700	"Max Gortz"	(N/A)	RW,Skt	750000
*06tat*	2701	"Brandon Gorzynski"	DAL	LW,Skt	750000
*06ppj*	2702	"Mathieu Gosselin"	TOR	DEFAULT,Skt	750000
*02nq3*	2703	"Shayne Gostisbehere"	CAR	D,Skt	3200000
*02ye2*	2704	"Kirill Gotovets"	(N/A)	D,Skt	750000
*0598j*	2705	"Max Gottlieb"	LAK	D,Skt	750000
*03l5c*	2706	"Spiro Goulakos"	(N/A)	D,Skt	750000
*031ow*	2707	"Tyrell Goulbourne"	OTT	LW,Skt	750000
*05o6p*	2708	"Brock Gould"	(N/A)	G	750000
*03moa*	2709	"Alex Goulet"	(N/A)	C,Skt	750000
*004ok*	2710	"Stephane Goulet"	(N/A)	LW,Skt	750000
*02ycc*	2711	"Kevin Goumas"	(N/A)	C,Skt	750000
*02jrw*	2712	"Yanni Gourde"	TBL	C,Skt	2333333
*05udx*	2713	"Deni Goure"	(N/A)	C,Skt	750000
*065jk*	2714	"Jarrod Gourley"	(N/A)	D,Skt	750000
*05wwh*	2715	"David Goyette"	SEA	C,Skt	918333
*03jvz*	2716	"Charley Graaskamp"	(N/A)	C,Skt	750000
*05o4h*	2717	"Will Graber"	(N/A)	C,Skt	750000
*004b1*	2718	"Michael Grabner"	(N/A)	RW,Skt	750000
*015om*	2719	"Evgeny Grachev"	(N/A)	C,Skt	750000
*04rzv*	2720	"German Grachyov"	(N/A)	RW,Skt	750000
*03d05*	2721	"Luka Gracnar"	(N/A)	G	750000
*05uao*	2722	"Collin Graf"	SJS	RW,Skt	1283333
*072jb*	2723	"Justin Graf"	NSH	LW,Skt	750000
*06mhp*	2724	"Yegor Graf"	(N/A)	C,Skt	750000
*004k7*	2725	"Marc-Andre Gragnani"	(N/A)	D,Skt	750000
*05uxd*	2726	"Alex Graham"	(N/A)	LW,Skt	750000
*03knx*	2727	"Connor Graham"	NYI	LW,Skt	750000
*02oaj*	2728	"Jesse Graham"	(N/A)	D,Skt	750000
*06mqo*	2729	"Max Graham"	PIT	C,Skt	750000
*03km3*	2730	"Ryan Graham"	(N/A)	LW,Skt	750000
*06idb*	2731	"Luke Grainger"	TOR	RW,Skt	750000
*048kr*	2732	"Mark Grametbauer"	TBL	G	750000
*06cg7*	2733	"William Gramme"	(N/A)	G	750000
*05ub9*	2734	"Philip Granath"	(N/A)	RW,Skt	750000
*06sn2*	2735	"David Granberg"	(N/A)	C,Skt	750000
*01zug*	2736	"Petter Granberg"	(N/A)	D,Skt	750000
*027gx*	2737	"Markus Granlund"	(N/A)	LW,Skt	750000
*01skr*	2738	"Mikael Granlund"	ANA	C,Skt	7000000
*05oja*	2739	"Noah Grannan"	(N/A)	G	750000
*059e3*	2740	"Helge Grans"	PHI	D,Skt	812500
*019yl*	2741	"Alex Grant"	(N/A)	D,Skt	750000
*01n7l*	2742	"Derek Grant"	(N/A)	C,Skt	750000
*026h6*	2743	"Tommy Grant"	(N/A)	LW,Skt	750000
*0042u*	2744	"Triston Grant"	DET	LW,Skt	750000
*01fhb*	2745	"Ryley Grantham"	(N/A)	LW,Skt	750000
*02fq1*	2746	"Tyler Graovac"	(N/A)	C,Skt	750000
*01n7z*	2747	"Max Gratchev"	NYI	LW,Skt	750000
*04ld2*	2748	"Alexis Gravel"	MTL	G	750000
*06cfe*	2749	"Charles-Edward Gravel"	(N/A)	G	750000
*01zr4*	2750	"Kevin Gravel"	NSH	D,Skt	750000
*03d82*	2751	"Maxime Gravel"	(N/A)	D,Skt	750000
*043fa*	2752	"Jacob Graves"	(N/A)	D,Skt	750000
*031pw*	2753	"Ryan Graves"	PIT	D,Skt	4500000
*05xct*	2754	"Jet Greaves"	CBJ	G	812500
*05und*	2755	"Nikita Grebenkin"	PHI	LW,Skt	875000
*003qa*	2756	"Denis Grebeshkov"	(N/A)	D,Skt	750000
*048vr*	2757	"Anthony Greco"	NYR	RW,Skt	750000
*06mql*	2758	"Rico Gredig"	NYR	LW,Skt	750000
*04qzp*	2759	"Alex Green"	MTL	D,Skt	750000
*06mj9*	2760	"David Green"	(N/A)	D,Skt	750000
*04n8w*	2761	"Gordon Green"	(N/A)	RW,Skt	750000
*042wf*	2762	"Luke Green"	WPG	D,Skt	750000
*004cb*	2763	"Mike Green"	(N/A)	D,Skt	750000
*05ww8*	2764	"Ryan Greene"	CHI	C,Skt	1450000
*05xc5*	2765	"Matthew Greenfield"	CGY	G	750000
*038kb*	2766	"Scott Greenham"	(N/A)	G	750000
*01f71*	2767	"Richard Greenop"	(N/A)	RW,Skt	750000
*0042v*	2768	"Kyle Greentree"	(N/A)	LW,Skt	750000
*06hcy*	2769	"Liam Greentree"	NYR	RW,Skt	941667
*042w9*	2770	"James Greenway"	BOS	D,Skt	750000
*03rf3*	2771	"Jordan Greenway"	CHI	LW,Skt	4000000
*03ret*	2772	"A.J. Greer"	ANA	LW,Skt	4250000
*0243i*	2773	"Jason Gregoire"	(N/A)	LW,Skt	750000
*031su*	2774	"Jeremy Gregoire"	DAL	C,Skt	750000
*04l8u*	2775	"Thomas Gregoire"	SJS	D,Skt	750000
*042x4*	2776	"Noah Gregor"	WPG	LW,Skt	750000
*05kdw*	2777	"Ridly Greig"	OTT	C,Skt	3250000
*0046d*	2778	"Thomas Greiss"	(N/A)	G	750000
*02dq9*	2779	"Alexandre Grenier"	(N/A)	RW,Skt	750000
*04zoo*	2780	"Albin Grewe"	(N/A)	LW,Skt	750000
*04xce*	2781	"Jake Gricius"	SJS	C,Skt	750000
